external_gene_name	entrezgene
GJB2	2706
RIIAD1	284485
LINC01876	101929378
E2F8	79733
MFSD14C	84278
PRR23D2	100133251
FICD	11153
CYP2A6	1548
MMACHC	25974
GFRA1	2674
UNCX	340260
FUS	2521
SART3	9733
DEFB107A	245910
DEFB107A	503614
CYP2G1P	22952
PMF1	11243
FBN1	2200
DEFB105A	245908
TP53I13	90313
TTC39B	158219
GPR153	387509
ARGFX	503582
SESN1	27244
FLJ38576	651430
RELT	84957
APRT	353
RNGTT	8732
ARRDC1	92714
HCAR1	27198
RAB11FIP1	80223
CDK5RAP2	55755
DENR	8562
UTP14A	10813
CPSF1	29894
ANKRD13B	124930
CCDC62	84660
BCS1L	617
FBXO40	51725
QKI	9444
MEDAG	84935
AGTRAP	57085
EXO5	64789
GPN1	11321
TDRKH	11022
LINC01088	100505875
ABHD15	116236
TEX26-AS1	100507064
KRTAP5-7	440050
ZNF428	126299
KRTAP5-8	57830
HSD17B7	51478
AL353680.1	105370145
NSRP1	84081
LIPF	8513
LINC00545	440132
NAA11	84779
ZNF576	79177
RASGRP2	10235
TEX26	122046
LINC01498	102723562
HIP1R	9026
FAM153B	202134
GMFG	9535
DRC7	84229
KRTAP5-9	3846
SRRM5	100170229
PLEKHO1	51177
ADCK5	203054
CCDC190	339512
BRPF1	7862
SASS6	163786
RGS4	5999
PPM1D	8493
CRIPT	9419
PGAM2	5224
GATD3B	102724023
DBNL	28988
AC018682.1	100506142
ATP6V1E2	90423
ANP32E	81611
PIGF	5281
HNRNPH1	3187
SSH2	85464
AC139491.1	100996385
SLC4A1AP	22950
SMG5	23381
ADGRG3	222487
AC139491.2	643201
DMBT1P1	375940
DEFB106A	245909
SLC25A36	55186
LYZ	4069
FP565260.1	102724159
AC139491.5	100507387
SLC4A9	83697
RHOQ	23433
SIGLEC1	6614
PTPRCAP	5790
CORO1B	57175
ZNF142	7701
PNRC1	10957
OPA1-AS1	100873941
SUPT7L	9913
SRSF12	135295
EGF	1950
TMEM79	84283
STAG3L2	442582
KLKB1	3818
VCP	7415
OPA1	4976
ZNF334	55713
PTBP3	9991
PM20D2	135293
GLMP	112770
LINC00996	285972
CCDC121	79635
GIMAP8	155038
AC011369.1	105377708
GABRR1	2569
OAZ3	51686
TENM2	57451
ZNF512	84450
PPP6C	5537
RGS5	8490
GABRR3	200959
TACR2	6865
UPRT	139596
CYP4V2	285440
VPS37B	79720
IL7R	3575
OCSTAMP	128506
LINC02324	100128233
CTB-178M22.2	101927862
VHLL	391104
MAP1S	55201
AC016910.1	101928386
ZNF684	127396
GABRR2	2570
GTDC1	79712
SH3GL1	6455
KAT6A	7994
AL499616.1	101928404
MRPL9	65005
NUF2	83540
UBE2J1	51465
RRAGD	58528
ZNF33B	7582
PHLDA1	22822
RPS6KA1	6195
MECP2	4204
NKD1	85407
ZNF157	7712
DEFB104A	140596
BRAP	8315
SARS	6301
CA14	23632
KIAA1841	84542
FUT8-AS1	645431
FUT8	2530
LRRCC1	85444
LINC01415	100132501
ZNF41	7592
SLC3A2	6520
ISCU	23479
LINC01518	101929397
GIMAP7	168537
GK2	2712
TMEM26	219623
LINC01539	100505474
LINC00989	100506035
LINC01416	101927273
RABEPK	10244
ABCB9	23457
C11orf94	143678
THUMPD2	80745
AL022344.1	107984178
PCAT4	118425
ACAD10	80724
AL357568.1	100505795
GIMAP4	55303
C6orf118	168090
ACSM4	341392
PBX1	5087
PAGE2B	389860
DNAJC3-DT	100289274
AC016747.1	339803
MIMT1	100073347
PAGE2	203569
C2orf74	339804
AC007608.3	101927272
SCUBE3	222663
SNX20	124460
CELSR2	1952
AREG	374
HSPA5	3309
SPSB4	92369
POLRMT	5442
ZDHHC15	158866
SLC6A20	54716
CAPSL	133690
AC239585.1	401589
TNFRSF1A	7132
TMEM119	338773
LMX1A	4009
USP29	57663
GU182359.2	3808
GU182359.2	102725023
DNAJC3	5611
MAGEE2	139599
SELPLG	6404
TRIP12	9320
SLC10A6	345274
AL390730.1	105371561
ALDH2	217
PBDC1	51260
CCDC81	60494
RXRG	6258
NR4A2	4929
APH1A	51107
MAGEE1	57692
LINC00602	441177
INPP4A	3631
PDE10A	10846
PDE10A	90632
DNAAF3	352909
ABCA8	10351
AC044860.1	101929479
BHMT	635
FAM168A	23201
LRRC52	440699
MAPKAPK5-AS1	51275
AL157714.2	400794
KIAA1549	57670
CASTOR2	729438
ARL6IP4	51329
ADAM1A	8759
KRTAP5-10	387273
AC012470.1	107984273
MAPKAPK5	8550
C1orf54	79630
DMGDH	29958
PEX16	9409
KRTAP5-11	440051
MGST3	4259
CCDC13-AS1	100874114
HHATL	57467
ABHD10	55347
PSEN1	5663
TMEM213	155006
EPS8L1	54869
CCDC172	374355
BHMT2	23743
ATP6V0A4	50617
ATP7B	540
ZIM3	114026
LINGO4	339398
CORO1C	23603
GJB6	10804
RORC	6097
DUXA	503835
CUZD1	50624
CUZD1	100533195
GIMAP6	474344
AL451074.1	440700
ALDH9A1	223
ZNF264	9422
FAM104B	90736
MMP12	4321
GIMAP2	26157
AL672167.1	101929006
FAM24B	196792
SKOR1	390598
CDKN2D	1032
KRBOX1	100506243
OGFOD2	79676
AC073585.1	399815
ABCA9-AS1	104355297
AURKC	6795
SLC47A2	146802
HSPA12B	116835
ABCA9	10350
C2CD4D	100191040
RPL19	6143
THEM5	284486
AC009292.1	101929076
CCDC13	152206
HCLS1	3059
THEM4	117145
PSIP1	11168
SPAG11A	653423
AL451074.2	100147773
UCK2	7371
CYP2B6	1555
METTL3	56339
FBXO36	130888
PTPRH	5794
KRBOX1-AS1	100506275
HIGD1A	25994
CCDC138	165055
LARP4B	23185
TBL1Y	90665
TMEM116	89894
CHAMP1	283489
TMCO1	54499
TOX4	9878
LINC01054	104355150
LINC02158	729083
CYP8B1	1582
PSRC1	84722
FAM198A	729085
ZNF678	339500
CYP2C18	1562
CYP2C19	1557
CD163	9332
ZNF662	389114
LIPK	643414
KCNAB1-AS2	100874083
CYP2B7P	1556
JMJD4	65094
KCNAB1	7881
RAB2B	84932
ACKR2	1238
CIART	148523
TBXT	6862
SNAPC3	6619
OR5AC2	81050
MICALL2	79778
SNAP47	116841
FAM78B	149297
OR5H1	26341
CABCOCO1	219621
OR5H14	403273
C8orf48	157773
GIMAP5	55340
NPPA	4878
DLC1	10395
PTGDR	5729
AL953897.1	102724659
C1orf167	284498
FMO9P	116123
GIMAP1-GIMAP5	100527949
GIMAP1	170575
PTGER2	5732
FAM227A	646851
PRSS38	339501
ZNF805	390980
ABCA13	154664
HMGB2	3148
CTSH	1512
IL4	3565
WNT9A	7483
CCT3	7203
ZNF460	10794
SSH1	54434
CADM4	199731
ZNF460-AS1	105372476
WNT3A	89780
AC011773.4	102723322
MTHFR	4524
POGK	57645
AC112204.2	100506406
AL121956.1	101929297
SIMC1	375484
MYBPHL	343263
TNNT1	7138
ARF1	375
CD163L1	283316
BTC	685
DUSP11	8446
AKR1A1	10327
SEC16A	9919
TADA1	117143
PNLIPRP3	119548
PRR18	285800
HTR6	3362
REEP6	92840
ZNF543	125919
S100A10	6281
LINC00909	400657
ZNF407	55628
PCSK4	54760
ILDR2	387597
ZNF304	57343
LINC00630	100287765
S100A11	6282
AL591893.1	100131107
SFT2D1	113402
TCHHL1	126637
PARM1	25849
ZNF99	7652
TCHH	7062
AC110760.2	100507388
KIF3A	11127
C1orf35	79169
ZNF723	646864
NKRF	55922
TERB2	145645
ZNF728	388523
CHRNA4	1137
MRPS21	54460
AC008105.1	107985040
HRNR	388697
MAP3K14-AS1	100133991
HTT	3064
CRNN	49860
UBE2A	7319
RPTN	126638
MMP13	4322
FMNL1	752
FLG	2312
DAO	1610
CLCN6	1185
CLCN6	100379251
FLG2	388698
MAEL	84944
MAGED4B	81557
PLAUR	5329
FLG-AS1	339400
MIR325HG	101928469
ZNF547	284306
MRPL55	128308
GPHN	10243
CTDSPL	10217
C9orf163	158055
ERP29	10961
COL17A1	1308
VN1R1	57191
ZNF548	147694
AL121827.1	100130587
DNAJC16	23341
TXNDC16	57544
PRKY	5616
ARID1A	8289
LCE5A	254910
C4orf54	285556
ZNF749	388567
CRCT1	54544
HTT-AS	100750326
TRAPPC2B	10597
LCE3E	353145
FES	2242
DAPP1	27071
CR936921.1	102725019
LCE3D	84648
ZNF772	400720
AFF1	4299
LCE3C	353144
LCE3B	353143
TMCO4	255104
LIPN	643418
LCE3A	353142
KCNAB1-AS1	100874084
GU182359.1	3803
LCE2D	353141
DEFB103A	55894
DEFB103A	414325
LCE2C	353140
NXPE1	120400
LCE2B	26239
ZNF17	7565
LCE2A	353139
C8orf59	401466
SPATA32	124783
PRPF3	9129
DPF1	8193
C4orf36	132989
MPC1	51660
TSACC	128229
PSMG1	8624
NAA25	80018
CD6	923
DUSP27	92235
TAGLN3	29114
GPA33	10223
STAC2	342667
ZNF76	7629
CCDC196	440184
FGF16	8823
MGA	23269
AGMAT	79814
LINC01363	101928484
SORT1	6272
ARID5B	84159
E2F5	1875
AIMP2	7965
RHBG	57127
SVOP	55530
ADAM10	102
DNAH1	25981
SYT5	6861
POU2F1	5451
CEP57L1	285753
EIF2AK1	27102
ASB4	51666
EVPLL	645027
LCE4A	199834
CSNK1G3	1456
LINC02145	401172
KIAA1191	57179
PPAT	5471
C1orf68	100129271
RPRD2	23248
NXPE4	54827
KPRP	448834
LCE1F	353137
MED10	84246
UGT3A1	133688
LCE1E	353135
ANKRD61	100310846
AL512408.1	101928728
PDK4	5166
LCE1D	353134
LINC01859	101929164
RNF186	54546
LINC01858	101929144
LINC01291	102724515
HSP90AB4P	664618
LCE1C	353133
AC090136.3	401463
PSMA5	5686
LCE1B	353132
BHLHE22	27319
LCE1A	353131
ZNF730	100129543
LCE6A	448835
POLE4	56655
UBE2QL1	134111
C1orf61	10485
OR5H15	403274
FBXO43	286151
SMCP	4184
SLC8A1-AS1	100128590
AC074135.1	100129543
IVL	3713
NXPE2	120406
DEFB4A	1673
DEFB4A	100289462
LINC01527	101927988
OR5K4	403278
TMEM176B	28959
GRAMD2A	196996
SPRR4	163778
OR5H6	79295
USP30	84749
OR5K3	403277
SPRR1A	6698
LIPM	340654
GOT1L1	137362
OR5H2	79310
SPRR3	6707
SYN1	6853
SPRR1B	6699
ANKRD22	118932
ZNF419	79744
ADRB3	155
SPRR2D	6703
ZNF705B	100132396
GOLGA6L3	100133220
SLC8A1	6546
SPRR2A	6700
CHAF1A	10036
PTK7	5754
BCORL1	63035
MANEAL	149175
TRAFD1	10906
USP30-AS1	100131733
TMEM176A	55365
MEF2D	4209
CFP	5199
UBXN6	80700
ALKBH2	121642
AC097534.2	105377540
CYLD	1540
CYP7B1	9420
REP15	387849
SAP30	8819
HDAC10	83933
ZNF773	374928
PNLIP	5406
ARAF	369
LINC01018	255167
GPR137C	283554
SYPL2	284612
UNG	7374
CBY1	25776
YRDC	79693
PRR14	78994
OTUD3	23252
CLN6	54982
C1orf122	127687
TIMP1	7076
SPRR2B	6701
PLA2G2E	30814
SPRR2F	6705
MED1	5469
SCRG1	11341
SPRR2E	6704
SPRR2G	6706
LYRM2	57226
LINC01948	102467147
AL161636.1	101928009
EIF4EBP1	1978
LINC01124	440925
LELP1	149018
SP5	389058
PRR9	574414
NOTCH1	4851
AL022344.2	283028
C5orf67	101928448
LAMTOR3	8649
LOR	4014
LINC02483	441025
PGLYRP3	114771
ZNF705E	100131539
BMS1	9790
ANKRD6	22881
RTKN2	219790
FAM86C1	55199
TTTY16	252948
TTTY12	83867
PGLYRP4	57115
POLR2K	5440
FBXL20	84961
LTBR	4055
PPP1R12C	54776
IQGAP3	128239
AL365199.1	101929445
S100A9	6280
LINC01264	104266963
MRPS35	60488
LINC02076	400579
S100A12	6283
AC007405.3	285141
BCDIN3D	144233
ALG1L9P	285407
ERICH2	285141
NCKAP5L	57701
S100A8	6279
TARS2	80222
SORD	6652
PIAS1	8554
AL035696.3	285766
BCDIN3D-AS1	100286844
RCC1L	81554
COL6A5	256076
MAP3K1	4214
AC005622.1	105372412
TNNI3	7137
IRGC	56269
CD247	919
SCNN1A	6337
RPS6KA2	6196
NBR2	10230
TMPRSS7	344805
ZADH2	284273
NBR1	4077
AC024597.1	105378325
HECTD4	283450
RNF20	56254
PITPNM2-AS1	100507091
TACR1	6869
FAM24A	118670
CREG1	8804
PITPNM2	57605
AC007728.1	105371251
NOD2	64127
RNF19A	25897
ZDHHC14	79683
CALML4	91860
AC104232.1	105375878
LINC01365	101927007
AC067752.1	22891
NASP	4678
LINC02502	100996694
RCSD1	92241
IKZF5	64376
CPA6	57094
ZNF365	22891
CYP2C9	1559
PSTK	118672
C2orf78	388960
SPAG1	6674
TOMM22	56993
TTC24	164118
ELOVL6	79071
MPZL1	9019
CYP2A13	1553
MGAT5	4249
TSHZ1	10194
S100A7A	338324
C10orf88	80007
PLA2G2A	5320
NAXE	128240
YEATS4	8089
S100A7L2	645922
ME3	10873
S100A7	6278
MAGED4	728239
LINC00251	552859
AC091770.2	105375273
BRCA1	672
AC007099.1	101927884
UGGT2	55757
LINC01299	286186
MAPK12	6300
EVA1A	84141
USP17L3	645836
NRP2	8828
FAM66E	100132103
S100A6	6277
DEF6	50619
USP17L8	392188
ADAM19	8728
DDX18	8886
GPATCH4	54865
CHRM1	1128
S100A5	6276
RNASET2	8635
PHF11	51131
SETD9	133383
ELF4	2000
S100A4	6275
HIGD2A	192286
GLRX5	51218
CLTB	1212
FGF22	27006
ADCY10	55811
GUK1	2987
PYCARD	29108
S100A3	6274
MIER3	166968
GALNS	2588
RSC1A1	6248
NOP16	51491
DDI2	84301
PYCARD-AS1	100652740
STK36	27148
S100A2	6273
MAD2L1	4085
NIPAL4	348938
GTF2IRD2B	389524
HSPH1	10808
SNX9	51429
S100A16	140576
ZNF608	57507
ARL10	285598
FNDC9	408263
DCUN1D5	84259
JOSD1	9929
CYP2F1	1572
CYFIP2	26999
TRAPPC2L	51693
RPS6KA2-AS1	100861523
RPS6KA2-IT1	100874353
NUDT16	131870
PKM	5315
SSR3	6747
AC116003.1	105372200
MPHOSPH9	10198
TRIM72	493829
SMIM21	284274
FRS2	10818
PYDC1	260434
HAGH	3029
CYP2S1	29785
RPL6	6128
KRT17P2	339241
RNF25	64320
FAF2	23197
NAP1L1	4673
KIAA1958	158405
FANCG	2189
DCAF6	55827
PAN2	9924
VLDLR	7436
ACACB	32
PXYLP1	92370
PLA2G5	5322
TMEM163	81615
HSDL2	84263
AXL	558
CDK2AP1	8099
THAP6	152815
NSUN2	54888
PPARD	5467
PTPN11	5781
C12orf65	91574
WDR7	23335
RCHY1	25898
HAPLN2	60484
AP000462.2	105369507
AP000462.3	105369509
CADM1	23705
LVRN	206338
ZBTB38	253461
KCNMA1-AS1	101929328
CNPY2	10330
FAHD1	81889
BCAN	63827
S100A14	57402
FN1	2335
VLDLR-AS1	401491
SRD5A1	6715
ACTA2-AS1	100132116
FAS	355
RNF126	55658
S100A1	6271
MPC2	25874
TXNL1	9352
ARMC1	55156
CS	1431
NES	10763
CLDN17	26285
CHTOP	26097
LINC00307	266919
GAPVD1	26130
CLDN8	9073
CRABP2	1382
SMG9	56006
HS6ST3	266722
FP565260.6	102724200
GPR161	23432
KCNMA1	3778
UGT3A2	167127
ARL14EPL	644100
SYNJ2	8871
ECM1	1893
F11-AS1	285441
F11	2160
RRNAD1	51093
S100A13	6284
LINC01898	100505853
KRTAP24-1	643803
MANSC4	100287284
TRIO	7204
AHSA2P	130872
KRTAP25-1	100131902
KRTAP26-1	388818
TIPRL	261726
MTF1	4520
ACMSD	130013
KRTAP27-1	643812
VDR	7421
KRTAP23-1	337963
TULP3P1	100887754
TIPARP	25976
MTNR1A	4543
KRTAP13-2	337959
KLHL42	57542
KRTAP13-1	140258
CDC14C	168448
SFT2D2	375035
CCNT2	905
KRTAP13-3	337960
ILF2	3608
ISG20L2	81875
KRTAP13-4	284827
AC004846.1	101928123
KRTAP15-1	254950
KRTAP19-1	337882
SRP72	6731
PAPLN	89932
ANKRD36BP1	84832
AP3M2	10947
TBX19	9095
ERO1A	30001
ADAMTSL5	339366
FOXN4	121643
SBNO1	55206
KATNB1	10300
SNAPIN	23557
AL023755.1	100505918
AL023755.1	101928565
PNP	4860
FALEC	100874054
XCL2	6846
XCL1	6375
FAM71D	161142
NPR1	4881
UTP14C	9724
USP34	9736
MRPL24	79590
ALG11	440138
GCFC2	6936
KRTAP19-2	337969
LINC00626	79100
DPT	1805
OXGR1	27199
NCF1C	654817
LINC00970	101978719
AL031726.1	101928596
LINC01451	401561
INIP	58493
KRTAP19-3	337970
KRTAP19-4	337971
KRTAP19-5	337972
LINC00456	103625683
MCL1	4170
KMT5A	387893
RNF44	22838
EGFL7	51162
PREX2	80243
LMBRD2	92255
SYNJ2-IT1	100874300
ADAMTSL4-AS1	574406
VWC2	375567
ADAMTSL4	54507
RILPL2	196383
RPH3A	22895
ZPBP	11055
COMMD10	51397
DYNC1I1	1780
CCDC181	57821
CCT2	10576
KRTAP19-6	337973
SLC2A5	6518
KRTAP19-7	337974
SNRNP35	11066
KRTAP22-2	100288287
KRTAP6-3	337968
KRTAP6-2	337967
HSPC324	101928612
KRTAP22-1	337979
FBRS	64319
SPATA48	100130988
RILPL1	353116
MBNL2	10150
NME7	29922
MRPL19	9801
EIF2S1	1965
LINC01670	105379487
ZC3HAV1L	92092
THEGL	100506564
CU633967.1	102724219
RNASE10	338879
C5orf60	285679
STAMBPL1	57559
PAICS	10606
GOLGB1	2804
MPP5	64398
INPP5B	3633
HDGF	3068
PLA2G2D	26279
LINC02318	100506999
SLC46A2	57864
COL6A6	131873
SNX30	401548
MRPL3	11222
SGCZ	137868
SERBP1	26135
FAIM2	23017
ACTA2	59
ATP1B1	481
OR5K1	26339
PRCC	5546
ATP6V1D	51382
COA5	493753
KRTAP6-1	337966
KRTAP20-1	337975
BLZF1	8548
ZNF724	440519
ARL9	132946
AIFM1	9131
IPO5P1	100132815
TMED2	10959
KLHL8	57563
CCNI2	645121
SLC19A2	10560
RET	5979
SEPT8	23176
GLE1	2733
CBWD1	55871
STAMBP	10617
F5	2153
H2BFS	102724334
FSTL3	10272
LINC01486	101928138
MYO1H	283446
CA1	759
SH2D2A	9047
MDN1	23195
LRRC39	127495
SELP	6403
TCL6	27004
GPR15	2838
SLC16A14	151473
CPOX	1371
GJC2	57165
KCTD10	83892
GTF2IP1	2970
IBA57-DT	574432
IBA57	200205
TRMT13	54482
CPA1	1357
CLDND1	56650
NTRK1	4914
TCL1B	9623
RBL1	5933
C19orf33	64073
CBY3	646019
PPP1R14A	94274
CANX	821
DBT	1629
GADD45A	1647
YIF1B	90522
UBE3B	89910
NME1	4830
RTCA	8634
AC090515.2	101928725
SLC22A6	9356
CDHR2	54825
CSGALNACT2	55454
PLA2G2F	64600
SP110	3431
DIRAS3	9077
VILL	50853
WLS	79971
INSRR	3645
LRRC10	376132
NME1-NME2	654364
SELE	6401
AOC1	26
CA3-AS1	100996348
SERAC1	84947
CA3	761
CCDC93	54520
NME2	4831
CA2	760
GPRIN1	114787
OBSCN-AS1	574407
C1orf112	55732
TMEM106C	79022
OBSCN	84033
CA13	377677
ATXN7L2	127002
GNG12	55970
MINDY2	54629
GNG12-AS1	100289178
PYGM	5837
SP140	11262
INTS1	26173
PLA2G2C	391013
LINC01669	102724354
UBXN10	127733
UBXN10-AS1	101928017
B3GLCT	145173
FANCE	2178
CCDC162P	221262
GPD2	2820
ZNF550	162972
RNF111	54778
OR7E2P	8587
SPINT2	10653
PRSS23	11098
ZNF549	256051
SALL2	6297
METTL18	92342
FZD4	8322
SELL	6402
DDX55	57696
PPP3R2	5535
OR10G3	26533
CYB561D1	284613
GRIN3A	116443
USP42	84132
FAT1	2195
RPL10A	4736
LINC02396	283332
OR5K2	402135
SCYL3	57147
SNCB	6620
GPR157	80045
OPN1LW	5956
PTHLH	5744
AMIGO1	57463
KCNN4	3783
NEK5	341676
ZNF416	55659
ZIK1	284307
VWA5B1	127731
UNC50	25972
SLTM	79811
ENPEP	2028
GTF2H3	2967
AGPAT2	10555
LNCTAM34A	102724571
GAD1	2571
GPR61	83873
MIR34AHG	106614088
KIFAP3	22920
AL139082.1	101929657
NEK3	4752
OR10G2	26534
MAN2A2	4122
LINC00587	414319
EIF4E1B	253314
H6PD	9563
CDC14A	8556
OPN1MW	2652
KCNH2	3757
OAS1	4938
ENSA	2029
CASP8AP2	9994
FAM69B	138311
SNHG7	84973
LSM5	23658
TRIM11	81559
ZSCAN4	201516
ITGAM	3684
ZNF776	284309
LINC02395	101927292
OAS3	4940
KRTAP20-4	100151643
ZNF211	10520
TRIM17	51127
KRTAP20-2	337976
ZNF91	7644
CCDC91	55297
KRTAP20-3	337985
KRTAP21-3	100288323
METTL11B	149281
KRTAP21-2	337978
RCBTB1	55213
AQP2	359
KRTAP21-1	337977
COL2A1	1280
LINC01224	104472717
OAS2	4939
ZNF551	90233
AQP5	362
GOLPH3L	55204
HSD17B13	345275
ZNF671	79891
GORAB	92344
AC025154.2	101927318
HIST3H3	8290
RXFP2	122042
ZNF675	171392
ZNF154	7710
HIST3H2A	92815
DNASE2	1777
HIST3H2BB	128312
EIF2B1	1967
ZNF134	7693
HSD17B11	51170
CCDC17	149483
TMEM134	80194
SEPT6	23157
RNF187	149603
ZNF530	348327
PRRX1	5396
DTX1	1840
HORMAD1	84072
OR4E2	26686
BTNL10	100129094
OR4E1	26687
RASGEF1A	221002
RHOU	58480
PEAR1	375033
TEAD3	7005
MROH9	80133
SPHAR	10638
PIGO	84720
GPR152	390212
RAB4A	5867
CABP4	57010
AL513523.2	343052
PSMC6	5706
FMO3	2328
LRRC71	149499
BEST3	144453
DENND4B	9909
ATRX	546
TBX2	6909
FMO6P	388714
CU639417.4	102724398
CCSAP	126731
OPN1MW2	728458
OPN1MW2	101060233
PHKG2	5261
AC005746.2	101927855
TBX2-AS1	103689912
EIF4EBP3	8637
ARHGEF11	9826
ACTA1	58
BCAS3	54828
ANKHD1	54882
DUSP22	56940
FMO2	2327
CD164	8763
C8orf34	116328
CTSS	1520
CD27	939
TAPBPL	55080
AMPD2	271
NUP133	55746
TKTL1	8277
RPN2	6185
CD27-AS1	678655
AC093249.6	730183
FMO1	2326
C8orf34-AS1	286189
SRCAP	10847
VAMP1	6843
SIK1B	102724428
AL358472.5	101928059
CTSK	1513
OPN1MW3	101060233
AL121990.1	101927478
PRSS57	400668
RASAL1	8437
LINC02131	105371350
TCTN2	79867
KLF1	10661
TEX28	1527
ABCB10	23456
CYLC2	1539
CCDC189	90835
CU633906.1	102724701
FMO4	2329
CTSV	1515
SFR1	119392
LINC01141	339505
TAF5L	27097
ZNF250	58500
ETV3L	440695
AP001528.1	100506368
MROH8	140699
TMEM265	100862671
URB2	9816
ETV3	2117
LINC00886	730091
LCN10	414332
AC025263.1	101928002
RNF40	9810
CAMK2N1	55450
GTF2H5	404672
CYCSP52	360155
PRRC2C	23215
BMPR2	659
LEKR1	389170
MVK	4598
LINC01736	101927532
MUL1	79594
ATP6V0A2	23545
GALNT2	2590
TULP4	56995
CLU	1191
LCN6	158062
FAM43B	163933
POM121C	100101267
PGBD5	79605
DMAC2	55101
CDA	978
AL357143.1	107985211
AQP6	363
PLIN4	729359
CYP2C8	1558
ANO7	50636
TULP1	7287
LINC01737	101927553
HDGFL2	84717
FCRL5	83416
NUDT7	283927
STAG3L1	54441
RACGAP1	29127
SPSB1	80176
COG2	22796
ANKHD1-EIF4EBP3	404734
NSUN5P1	155400
MAPKBP1	23005
EXOSC5	56915
GNAT2	2780
AC211486.1	541473
SF3A3	10946
TRIM73	375593
TMEM181	57583
CFAP73	387885
INO80D	54891
RAP2A	5911
DDX54	79039
FCRL4	83417
GNAI3	2773
SRA1	10011
MMAB	326625
TMEM91	641649
GPR88	54112
PLK5	126520
DYNLT1	6993
PALM	5064
ANKRD46	157567
MYOC	4653
LINC01492	101928496
PRDM5	11107
ZNF681	148213
NUDT9	53343
KRTAP8-1	337879
AGT	183
VAMP4	8674
SRF	6722
CAPN9	10753
MTFR1	9650
SYTL3	94120
CCDC171	203238
BCKDHA	593
APOBEC1	339
CRTC2	200186
KCNQ5-AS1	100873997
C1orf198	84886
PINK1	65018
CCR6	1235
KCNQ5	56479
METTL13	51603
DDOST	1650
B9D2	80776
FGFR1OP	11116
AL118511.1	101927604
AC011944.1	100129540
CCDC97	90324
RASGRF1	5923
KRTAP7-1	337878
GAS2L1P2	340508
KRTAP11-1	337880
ERICH4	100170765
PDE7A	5150
ZNF664	144348
TTC13	79573
TGFB1	7040
KRTAP19-8	728299
ARNT	405
ELK1	2002
TUSC3	7991
PIGV	55650
VCAM1	7412
PINK1-AS	100861548
MEX3D	399664
MSRB1	51734
HNRNPUL1	11100
MED25	81857
GDF3	9573
BRWD1-AS2	103091865
RITA1	84934
DPPA3	359787
BRWD1	54014
FAM86B3P	286042
MAGT1	84061
AC011503.1	100505851
ZNF726	730087
BNC2	54796
FXYD4	53828
LINC01460	100129995
LINC-ROR	100885779
ZEB2-AS1	100303491
ZDHHC18	84243
NOS3	4846
TMEM184A	202915
SUGT1P4-STRA6LP	100499484
UXT	8409
RPL3L	6123
KCNQ5-IT1	100507381
HLA-DRB4	3126
ARV1	64801
CCDC180	100499483
LYPD5	284348
ZNF814	730051
ZEB2	9839
STYX	6815
UXT-AS1	100133957
C9orf92	100129385
COX7B	1349
CLEC4C	170482
ARL11	115761
HNRNPF	3185
C1orf105	92346
TPCN1	53373
ZNF552	79818
STRA6LP	57653
ZNF417	147687
EBPL	84650
MAFK	7975
RFLNA	144347
RFLNA	100533183
FAM89A	375061
FHL3	2275
PIGC	5279
ZNF283	284349
SKP2	6502
MAPK11	5600
ZNF587B	100293516
DNM3OS	100628315
TRIM67	440730
SLC22A8	9376
MGAT4A	11320
ZNF586	54807
DNM3	26052
FCRL3	115352
RAB33A	9363
ZNF587	84914
AL109810.2	149373
PIK3R4	30849
ZNF254	9534
CDK12	51755
LCN8	138307
LINC02407	105369848
BBS10	79738
TCP10L2	401285
GNPAT	8443
B3GNT8	374907
ATG9B	285973
IPP	3652
SFN	2810
GPR31	2853
TSPAN17	26262
AC093690.1	100505716
HPAT5	112590798
MRPL33	9553
TMEM69	51249
BRWD1-AS1	100874093
ZNF418	147686
GPBP1L1	60313
LINC02102	100505625
CUL9	23113
AC099518.4	102723385
RBKS	64080
CYTH3	9265
ACTG2	72
COQ7	10229
SOWAHA	134548
C1orf131	128061
ABCA6	23460
UNC93A	54346
AP000251.1	150051
BABAM2	9577
TIAM1	7074
VAT1L	57687
PTOV1-AS1	100506033
FCRL2	79368
IQCD	115811
LINC01481	101928062
PTOV1	53635
PLEK2	26499
AC006213.2	100505715
FAR2	55711
ZNF404	342908
MYRFL	196446
AP002991.2	101928985
ZNF280C	55609
LINC00900	283143
ZNF256	10172
AL162584.1	105376272
C19orf18	147685
MAPKAP1	79109
TMC7	79905
EXOC8	149371
LTC4S	4056
SPRTN	83932
SLC25A13	10165
FCRL1	115350
ATP7A	538
DLG2	1740
GJA10	84694
LINC01574	102577424
TCP10	6953
PRAG1	157285
DNM3-IT1	100874284
GPN2	54707
RAB3IP	117177
ACSM6	142827
MAML1	9794
EGLN1	54583
LINC00880	339894
CAMK2N2	94032
ERGIC2	51290
LINC00881	100498859
POLR2H	5437
LINC02029	105374177
NANOGNB	360030
SUCO	51430
HAVCR1P1	100101266
IL17RB	55540
TTLL2	83887
ZNF45	7596
CD5L	922
TMEM229B	161145
STOML2	30968
MBD3	53615
AL139010.1	105371458
SLC22A25	387601
PGAM4	441531
PGK1	5230
RFNG	5986
RAB13	5872
PIGH	5283
AVL9	23080
KIRREL1	55243
LINC00662	148189
OSBPL8	114882
SLC22A24	283238
TBC1D17	79735
LINC01840	100874079
